asin,text,title,location_and_date,verified,rating
B09JFFG8D7,What a deal.  This looks brand spanking new... Very happy... if it turns out to be crappy I will rewrite about it then but for now I AM VERY HAPPY. Great deal/service/packaging....  I'd buy it again...,looks brand new!!!,"Reviewed in the United States on January 15, 2023",True,5.0
B09JFFG8D7,"Came on time and packaged very nicely by Amazon. It was easy to put in my previous SIM card from my android. Came with a charger and looked pretty much brand new. Only thing I would note is that it came with a very low battery and one tiny tiny little scratch at the top left corner but it is very very unnoticeable. The phone works so well and fast. No issues thus far. Love it, definitely worth the money I spent.",So far so good!,"Reviewed in the United States on December 14, 2022",True,5.0
B09JFFG8D7,"I was the unlucky few who received a 88% battery health.  Amazon honored the return, but it was a long wait to get my money back.  Also, you have to have an adult at home to receive UPS.  It took about two weeks for the return process to happen.  Amazon did not provide an option to send a replacement. I had to reorder another one and then wait for the refund to process.  I dont have that kind of money to lay out so I just returned.","88% Battery Received...Returned.  Beware, only option is to return. No replacement opyion","Reviewed in the United States on December 30, 2022",True,3.0
B09JFFG8D7,"I got what I paid for. 1 or 2 scuffs on the sides but the camera works like new and the battery health was surprisingly 100%!  I have no complaints, I feel I got my money’s worth","Great product, great price","Reviewed in the United States 🇺🇸 on January 10, 2023",True,5.0
B09JFFG8D7,"Use the product for my personal phone on a daily basis as a way to directly communicate via text, online banking, work and personal email Loved the face recognition and overall the price and quality of the product.",Satisfied with my purchase and the quality of the product when it arrived .,"Reviewed in the United States 🇺🇸 on January 10, 2023",True,5.0
B09JFFG8D7,"The phone arrived with a broken charger port, other than that it’s a great phone. Just have to only use wireless charger.",Charger port broken,"Reviewed in the United States 🇺🇸 on February 14, 2023",True,3.0
B09JFFG8D7,a pleasant experience of purchase,almost new except a small scratch on face,"Reviewed in the United States 🇺🇸 on February 1, 2023",True,5.0
B09JFFG8D7,Good job. Brand new condition for the phone and works great. Battery health says it's at 100 percent as well. Wasn't expecting that. Love it. 👍😁❤️,Awesome. Perfect condition.,"Reviewed in the United States 🇺🇸 on January 10, 2023",True,5.0
B09JFFG8D7,"I had the exact same experience as Mr. Philip Chaplin. I was refunded $770 for a $947 phone. The phone's mic had issues. I was obviously not satisfied with the purchase. Getting it picked up by the carrier for return was a hassle. It was sitting nicely packed with me for 2 months because Amazon wouldn't allow anything other than a pickup. Frustrated, I escalated the issue and finally a manager created a drop-off label for me.Now, Amazon receives it and refunds me 80%. Now starts a series of calls and emails with Amazon where I have to explain to reps about their own renewed premium policy. Many don't know that it exists. So what do they do? They do 2 things- 1. they lie by saying I'm past the 30-day return window (remember, it's a renewed premium product with 365 days window), so I'm charged restocking fee. 2. after me telling them about amazon's renewed guarantee and upon seeing they were wrong, they then lie by saying I returned a damaged product. On asking to be sent the damage details via email, there's no answer.It's a cycle of lies and incompetence by Amazon customer service. The reps avoid my request when asked to escalate the issue. They keep repeating the same thing- ""our system is not allowing to process a refund for the restocking fee because the item is past the return window."" Well, WHY was I even charged the fee when the return window is 365 days!? Then again it's the same cycle that starts with me explaining them about renewed premium. What is even the point of renewed premium when you were falsely advertised to and not issued full refund, which is promised by Amazon?Every time, the story starts from scratch- explain to them about the situation, and they place me on hold to check details and then for them to tell me it's past the return window. Each call lasts 45 minutes. I will update this review if I get the rest of my money.",Returning a subpar quality phone is a headache,"Reviewed in the United States 🇺🇸 on February 22, 2023",True,1.0
B09JFFG8D7,Advertised minimum 90% battery life,Battery life,"Reviewed in the United States 🇺🇸 on February 10, 2023",True,3.0
B09JFFG8D7,"Was a bit skeptical purchasing a refurbished item, as I have had problems in the past. Since I needed a larger sized phone, due to visual impairment, I opted to try a refurbed product again and kept my fingers crossed that it wouldn't disappoint. I am so very happy that I gave it another try. The ipnone 12 pro max showed up in a structurally sound package, looked brand new, and had an excellent battery percentage at 97%. My only complaint is that even though for listening to music and watching videos the sound is excellent, for notifications and incoming call notification, the volume is extremely low, even though in settings everything is set correctly and sound is set to max. Other than that, I am a very happy customer.",Close to new condition,"Reviewed in the United States 🇺🇸 on July 30, 2022",True,5.0
B09JFFG8D7,"Phone was good, but the battery life is short. Only 85%",Short on battery life,"Reviewed in the United States 🇺🇸 on January 31, 2023",True,3.0
B09JFFG8D7,"It says battery health is guaranteed to be 90% or more and has passed an inspection, but battery health is 85%…",Battery Life isn’t 90% or over,"Reviewed in the United States 🇺🇸 on January 3, 2023",True,3.0
B09JFFG8D7,Came in like BRAND NEW PHONE! No scratches no dents!!!! Seriously like as if you go in a phone store and purchase a new phone!!!! Great battery came in at 92 percent!!! No issues!! Love this beautiful phone!! Must have!!,92% battery life,"Reviewed in the United States 🇺🇸 on November 9, 2022",True,5.0
B09JFFG8D7,Very good for the price,Works fine,"Reviewed in the United States 🇺🇸 on January 6, 2023",True,5.0
B09JFFG8D7,La vida útil de la batería decía que al 90 o más y está al 88%,La publicación decía más del 90% y está al 88%,"Reviewed in the United States 🇺🇸 on December 13, 2022",True,5.0
B09JFFG8D7,Uno de los mejores equipos de Apple estoy conforme con esta compra,Excelente equipo móvil,"Reviewed in the United States 🇺🇸 on December 19, 2022",True,5.0
B09JFFG8D7,Phone came with 90% battery life and seemed to be almost brand new cosmetically,Nice phone,"Reviewed in the United States 🇺🇸 on December 16, 2022",True,5.0
B09JFFG8D7,Phone heats up while charging,Heats up,"Reviewed in the United States 🇺🇸 on January 1, 2023",True,3.0
B09JFFG8D7,"This product came in great condition, no problems, great battery life (lasts up to 2 1/2 days on a charge). I have been using this phone for a few months. It’s great!",Very good!,"Reviewed in the United States 🇺🇸 on November 14, 2022",True,5.0
B09JFFG8D7,For the refurbished priceI believe I got a great deal,I love the phone,"Reviewed in the United States 🇺🇸 on December 13, 2022",True,5.0
B09JFFG8D7,"Great Product With An Amazing Battery Life… Mag Safe Is What I Love About It…. I DoorDash, SO I Use It With The Pitaka Mag-Safe Vent Car Mount… The GPS Which I Call GOD POWERED SYSTEM On The iPhone Is Amazing And With That Pitaka Mount I Can Put My iPhone 12 Pro Max In Portrait Or Landscape GPS And I Can Keep On Rollin’!… I Love ❤️ It!🙏😍😇…. As A Matter Of Fact: I Like It, I Love It, I Want Some More Of It!😃",Apple iPhone…. 🤔…. I Have Been With iPhone Since iPhone 3GS AND I Love ❤️ It!,"Reviewed in the United States 🇺🇸 on July 23, 2022",True,5.0
B09JFFG8D7,Practically a new phone Very satisfied,Like New,"Reviewed in the United States 🇺🇸 on December 18, 2022",True,5.0
B09JFFG8D7,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     This phone is the real deal it came with a 98 percent battery health everything works perfectly fine thanks again",Real deal,"Reviewed in the United States 🇺🇸 on December 7, 2022",True,5.0
B09JFFG8D7,Went through the whole process of setting up just to find out it had a battery of 89% not the 90% or above like the renewed premium stated. It's also signed off being 90%. Hard to trust. I know it's only 1%.  Just felt taken. I expected more. Tried again and got one at 100% battery. Hit the jackpot right?  Wrong!!!!  This one wouldn't activate on Verizon. Spent 2 days trying and nothing. I think I might be done with renewed.,I should've trusted the reviews,"Reviewed in the United States 🇺🇸 on January 28, 2023",True,2.0
B09JFFG8D7,Works perfect,excellent,"Reviewed in the United States 🇺🇸 on December 21, 2022",True,5.0
B09JFFG8D7,"I had to return the one I received, as it had apparently sustained water damage to the charging port, and would occasionally throw up an error. It also wouldn't charge through the Lightning port, although I could have settled for only MagSafe or Qi charging. But that's not what I'm paying for when it says ""Grade A - Excellent"".",Renewed doesn't necessarily mean fully functioning,"Reviewed in the United States 🇺🇸 on February 18, 2023",True,2.0
B09JFFG8D7,Works great. Like new,Works great. Like new,"Reviewed in the United States 🇺🇸 on December 14, 2022",True,5.0
B09JFFG8D7,The battery life was 100% and it has worked well since. It is like it was new,Awesome Purchase,"Reviewed in the United States 🇺🇸 on November 18, 2022",True,5.0
B09JFFG8D7,Excelente inversión,Buenísimo,"Reviewed in the United States 🇺🇸 on December 13, 2022",True,5.0
B09JFFG8D7,"I ordered the iPhone 12 Max Pro Premium thinking I had eliminated all the problems associated with buying a used phone.  The ""Premium"" in the purchase was a promise of a cosmetically excellent iPhone with a one-year guarantee and a minimum battery health of 90%.  Well, therein lies the rub.  The exterior of the phone was excellent but upon checking the battery health I found it to be 87%.  I might have been willing to accept it, but I noticed on the inspection card that all items had been checked off including the 90% battery health, but the card had not been signed or initialed.  I started thinking about what else had not been checked so I boxed it up and sent it back.  I'll try it again because I believe that one person doesn't make or break a company.",A little disappointed,"Reviewed in the United States 🇺🇸 on October 18, 2022",True,2.0
B09JFFG8D7,"My first iPhone coming from a Galaxy 9+ and I’ve been loving it. The battery life is great, health came in at 97% and despite me being an avid social media user, it stays charged all day. It had some tiny scratches on the sides but I didn’t mind cause it was used. I got screen protectors and a few cases and I LOVE IT.",Love it,"Reviewed in the United States 🇺🇸 on June 25, 2022",True,5.0
B09JFFG8D7,"The battery capacity is 88%. There is a scratch. Not a bad phone, but at an inflated price. The seller needs to better check the phones before shipping. I decided not to return it, as it is a long process, and shipping back by dhl would cost $ 210 (the order was not made in the USA).","Not a bad phone, but at an inflated price.","Reviewed in the United States 🇺🇸 on January 21, 2023",True,2.0
B09JFFG8D7,"So I first had ordered this phone but it was only renewed, I got the phone and it was in bad shape, so I returned it. Then I came across Amazon renewed premium so I decided to give it one more shot. They promised that the batter life would be above 90% so I took a chance. I was absolutely blown away, when I got the phone all setup I viewed the battery health and it was 100%! Super happy with this phone and I saved around $250 compared to buying it brand new!",Beyond happy with this purchase,"Reviewed in the United States on March 30, 2022",True,5.0
B09JFFG8D7,"It seems like a pretty functional phone.. appears to work well in most capacities other than the battery, which is right off the bat draining very quickly with very mild usage. (Was assured to be at 90+%)(the last refurbished iPhone I bought came at 98% and after 2 years of usage is at 92%) So it’s a bit of a bummer because I’m just going to have to get the battery replaced soon. I honestly might just exchange the phone soon, just throughout writing this review the battery has drained 7%…. That is terrible in my opinion.",Battery health at 90%,"Reviewed in the United States on May 8, 2022",True,3.0
B09JFFG8D7,"Yah these guys don’t follow the renewed premium guides what so ever. I was supposed to receive a phone in like new condition. Instead what I received was super dirty in the crevices, covered with micro scratches on the side that I can see farther than arms length away. The battery is supposed to come with minimum guaranteed 90% battery health, it only came with 88%. When I put my ear to the phone to talk to people they are WHISPER quiet. I can barely hear anything and have to talk to people on speaker phone. They literally sent me a broken phone for renewed premium price and Amazon won’t refund me the difference between renewed premium and renewed pricing. I can’t just return this phone and buy a new one because all my data is on this phone now. I highly recommend don’t be cheap and get a new phone, or just have really low expectations when you buy renewed premium instead.",Pretty much got scammed by Amazon,"Reviewed in the United States on March 4, 2023",True,1.0
B09JFFG8D7,Excelente producto!,"Excelente producto,!","Reviewed in the United States on November 30, 2022",True,5.0
B09JFFG8D7,"After deciding I wanted to upgrade my phone I figured that going the “renewed” direction was the most affordable option. I must say I was very hesitant at first. Even when I got the device, the plastic on it gave the impression it was banged up and the screen possibly cracked. Luckily for me I realized it was just the plastic, and after removing the phone looked as though it came straight out the apple store. It works just as good as well. All in all so far I think it was a great purchase.",Looks and operates like BRAND NEW!,"Reviewed in the United States on February 19, 2022",True,5.0
B09JFFG8D7,Good,Good,"Reviewed in the United States on June 15, 2022",True,4.0
B09JFFG8D7,"I think all iPhones are great phones-long time user here. I specifically wanted a 12 Pro Max; tried the 13 Pro Max from Apple Store & felt it was too heavy. This model just right and has almost all same features as the new 13. Hard to find locally to purchase, and the Renewed Premium is just like a new phone. Battery maximum capacity on it is 99% and body looks flawless! Definitely worth purchasing a Renewed Premium.",Awesome Phone!,"Reviewed in the United States on March 14, 2022",True,5.0
B09JFFG8D7,"Soooo I’m originally a Samsung type a girl but my kids kept pressing me to try IPhone and I brought the 12 pro max, the phone over all is a great phone. It has face recognition for all my apps and purchases. My battery life is excellent also it will stay charged all day. The phone also came clean and with a cord and wall charger. I’ve had it little over a month and so far so good it came with a yr warranty, so I’m very pleased with this buy",Great buy,"Reviewed in the United States on February 11, 2022",True,5.0
B09JFFG8D7,everything arrives as describedthe battery at 100% lifeno bumps or scratchesall in order,everything arrives as described,"Reviewed in the United States on September 22, 2022",True,5.0
B09JFFG8D7,Great seller ! Item functions as described. Original quality iphone 12 Pro Max! Great IOS simple to navigate and use. The IOS ecosystem is good for those who prefer Apple products from ipads to Apple watch or Airpods.,Functions as described,"Reviewed in the United States on July 3, 2022",True,5.0
B09JFFG8D7,"According to the Amazon Renewed guarantee, the phone was supposed to be at a minimum of 90%. However, mine came at 88%. Was on the phone with Amazon customer service all day who told me I needed to call Apple for a replacement (called them and they said they have nothing to do with this since I purchased the phone from Amazon and not them), and then said that getting a replacement is not an option. They said the only option was to return and get a refund then. I had already transferred over all of my stuff from my old phone and can't return it without being without a phone. I talked with other 5 Amazon customer service reps today who all told me different things, none of which solved the problem, and now my entire day is gone. I would not recommend purchasing an Amazon renewed product because they do not follow through with their guarantee.",Battery was less and Amazon didn't help,"Reviewed in the United States on January 28, 2023",True,1.0
B09JFFG8D7,"When my phone arrived it was flawless, not a scratch or scuff. The phone was easy to setup and the price was well worth it.",Trust this seller,"Reviewed in the United States on August 23, 2022",True,5.0
B09JFFG8D7,"I bought this phone with the advertisement that it would be unlocked and it certainly is not unlocked because when I went to activate it I was told there was a carrier lock on the phone which means it was refurbished without acknowledging to make sure it was unlocked. I was very disappointed as to spending almost $800 on a phone that was advertised incorrectly, please be mindful when purchasing that you may or may not receive an unlocked phone, amazon although did help me with my return but it took speaking with a leadership member to acknowledge my concern.","Be mindful that this is false advertisement, the phone is not unlocked.","Reviewed in the United States on March 9, 2023",True,1.0
B09JFFG8D7,"Only thing I dislike is the battery life is very bad , my iPhone 11 Pro Max the battery in it would last 3or more days on a full charge but this one doesn’t go one day unless I have It on airplane mode all day ….and my boss doesn’t dig that",Great phone overall,"Reviewed in the United States on March 19, 2022",True,5.0
B09JFFG8D7,Me encanta. Llego rápido y en la caja nuevo. Parece que lo compré en un lugar official.,Excelente producto,"Reviewed in the United States on August 16, 2022",True,5.0
B09JFFG8D7,Great phone,"Happy wife, happy life!!","Reviewed in the United States on October 13, 2022",True,5.0
B09JFFG8D7,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     I just received it, delivery took longer than expected but it looks really good, excellent physical condition, the battery health came in 90% and everything else seems to work properly.",First impression,"Reviewed in the United States on June 22, 2022",True,5.0
B09JFFG8D7,Face Recognition works great but read that it is too easy to replicate so I don’t use it. Prefer fingerprint recognition. Other than that the phone is great.,My first iPhone Love It,"Reviewed in the United States on June 20, 2022",True,5.0
